56	язык	язык	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#34.435#34.72
57	запрещать	запрещать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#34.72#35.005
58	запрещать	запрещать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#35.005#35.3
59	#одновременно#	#одновременно#	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#35.48#35.986
60	отмена	отмена	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#35.986#36.492
61	отмена	отмена	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#36.492#36.998
62	закона	закон	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#36.998#37.504
63	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#37.504#38.01
64	не	не	PART	_	_	_	_	_	@mp1984m-words#@mp1984m#38.01#38.52
65	не	не	PART	_	_	_	_	_	@mp1984m-words#@mp1984m#38.52#38.77
66	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#38.77#39.02
67	же	же	PART	_	_	_	_	_	@mp1984m-words#@mp1984m#39.02#39.27
68	самое	самый	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#39.27#39.52
69	#одновременно#	#одновременно#	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#46.19#46.334
70	а	а	CCONJ	_	_	_	_	_	@mp1984m-words#@mp1984m#46.334#46.478
71	/	/	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#46.478#46.622
72	то	то	SCONJ	_	_	_	_	_	@mp1984m-words#@mp1984m#46.622#46.766
73	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#46.766#46.91
74	#одновременно#	#одновременно#	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#57.21#57.529
75	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#57.529#57.848
76	стоп	стоп	INTJ	_	_	_	_	_	@mp1984m-words#@mp1984m#57.848#58.167
77	давай	давать	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#58.167#58.486
78	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#58.486#58.805
79	про	про	ADP	_	_	_	_	_	@mp1984m-words#@mp1984m#58.805#59.124
80	про	про	ADP	_	_	_	_	_	@mp1984m-words#@mp1984m#59.124#59.443
81	про	про	ADP	_	_	_	_	_	@mp1984m-words#@mp1984m#59.443#59.762
82	десять	десять	NUM	_	Case=Acc	_	_	_	@mp1984m-words#@mp1984m#59.762#60.081
83	процентов	процент	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@mp1984m-words#@mp1984m#60.081#60.4
84	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#60.45#60.771
85	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#60.771#61.092
86	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mp1984m-words#@mp1984m#61.092#61.413
87	/	/	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#61.413#61.734
88	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mp1984m-words#@mp1984m#61.734#62.055
89	щас	щас	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#62.055#62.376
90	факатически	фактически	ADV	_	Degree=Pos	_	_	_	@mp1984m-words#@mp1984m#62.376#62.697
91	фактически	фактически	ADV	_	Degree=Pos	_	_	_	@mp1984m-words#@mp1984m#62.697#63.018
92	говоришь	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#63.018#63.34
93	#одновременно#	#одновременно#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#78.34#78.592
94	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mp1984m-words#@mp1984m#78.592#78.844
95	/	/	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#78.844#79.096
96	не	не	PART	_	_	_	_	_	@mp1984m-words#@mp1984m#79.096#79.348
97	путаешь	путать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#79.348#79.6
98	ли	ли	PART	_	_	_	_	_	@mp1984m-words#@mp1984m#79.6#79.852
99	переворот	переворот	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#79.852#80.104
100	переворот	переворот	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#80.104#80.356
101	и	и	CCONJ	_	_	_	_	_	@mp1984m-words#@mp1984m#80.356#80.608
102	революцию	революция	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#80.608#80.86
103	и	и	CCONJ	_	_	_	_	_	@mp1984m-words#@mp1984m#89.82#90.095
104	что	что	SCONJ	_	_	_	_	_	@mp1984m-words#@mp1984m#90.095#90.37
105	и	и	PART	_	_	_	_	_	@mp1984m-words#@mp1984m#91.14#91.46
106	что	что	SCONJ	_	_	_	_	_	@mp1984m-words#@mp1984m#91.46#91.78
107	#одновременно#	#одновременно#	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#104.53#105.49
108	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#105.49#106.45
109	#одновременно#	#одновременно#	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#106.45#107.205
110	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#107.205#107.96
111	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mp1984m-words#@mp1984m#172.43#172.85
112	предлагаю	предлагать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#172.85#173.27
113	просто	просто	PART	_	_	_	_	_	@mp1984m-words#@mp1984m#173.27#173.69
114	зафиксировать	фиксировать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#173.69#174.11
115	что	что	SCONJ	_	_	_	_	_	@mp1984m-words#@mp1984m#174.11#174.53
116	Егор	Егор	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#174.53#174.95
117	Просвирнин	Просвирнин	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#174.95#175.37
118	оказался	оказаться	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@mp1984m-words#@mp1984m#175.37#175.79
119	украинским	украинский	ADJ	_	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#175.79#176.21
120	легалистом	легалист	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#176.21#176.63
121	/	/	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#176.63#177.05
122	который	который	PRON	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#177.05#177.47
123	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#177.47#177.89
124	соблюдения	соблюдение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#177.89#178.31
125	украинской	украинский	ADJ	_	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#178.31#178.73
126	конституции	конституция	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#178.73#179.15
127	/	/	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#179.15#179.57
128	при	при	ADP	_	_	_	_	_	@mp1984m-words#@mp1984m#179.57#179.99
129	любых	любой	DET	_	Case=Loc|Number=Plur	_	_	_	@mp1984m-words#@mp1984m#179.99#180.41
130	обстоятельствах	обстоятельство	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Plur	_	_	_	@mp1984m-words#@mp1984m#180.41#180.84
131	#одновременно#	#одновременно#	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#192.48#192.881
132	в	в	ADP	_	_	_	_	_	@mp1984m-words#@mp1984m#192.881#193.282
133	постсоветских	постсоветский	ADJ	_	Case=Loc|Degree=Pos|Number=Plur	_	_	_	@mp1984m-words#@mp1984m#193.282#193.683
134	странах	страна	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur	_	_	_	@mp1984m-words#@mp1984m#193.683#194.084
135	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#194.084#194.485
136	определенно	определенно	ADV	_	Degree=Pos	_	_	_	@mp1984m-words#@mp1984m#194.485#194.886
137	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#194.886#195.29
138	#одновременно#	#одновременно#	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#196.74#196.966
139	в	в	ADP	_	_	_	_	_	@mp1984m-words#@mp1984m#196.966#197.192
140	советских	советский	ADJ	_	Case=Loc|Degree=Pos|Number=Plur	_	_	_	@mp1984m-words#@mp1984m#197.192#197.418
141	тем	тот	PRON	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#197.418#197.644
142	более	более	ADV	_	Degree=Cmp	_	_	_	@mp1984m-words#@mp1984m#197.644#197.87
143	#одновременно#	#одновременно#	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#230.95#231.268
144	а	а	CCONJ	_	_	_	_	_	@mp1984m-words#@mp1984m#231.268#231.586
145	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@mp1984m-words#@mp1984m#231.586#231.904
146	с	с	ADP	_	_	_	_	_	@mp1984m-words#@mp1984m#231.904#232.222
147	какой-то	какой-то	DET	_	Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#232.222#232.54
148	стати	стать	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#232.54#232.858
149	решил	решить	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#232.858#233.176
150	решил	решить	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#233.176#233.494
151	что	что	PRON	_	Case=Acc	_	_	_	@mp1984m-words#@mp1984m#233.494#233.812
152	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@mp1984m-words#@mp1984m#233.812#234.13
153	поддерживаем	поддерживать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#234.13#234.448
154	украинскую	украинский	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#234.448#234.766
155	номенклатуру	номенклатура	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#234.766#235.09
156	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#235.13#235.463
157	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@mp1984m-words#@mp1984m#235.463#235.796
158	не	не	PART	_	_	_	_	_	@mp1984m-words#@mp1984m#235.796#236.129
159	поддерживаем	поддерживать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#236.129#236.462
160	украинскую	украинский	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#236.462#236.795
161	номенклатуру	номенклатура	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#236.795#237.128
162	/	/	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#237.128#237.461
163	и	и	CCONJ	_	_	_	_	_	@mp1984m-words#@mp1984m#237.461#237.794
164	российскую	российский	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#237.794#238.127
165	не	не	PART	_	_	_	_	_	@mp1984m-words#@mp1984m#238.127#238.46
166	поддерживаем	поддерживать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#238.46#238.793
167	/	/	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#238.793#239.126
168	никакую	никакой	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#239.126#239.459
169	не	не	PART	_	_	_	_	_	@mp1984m-words#@mp1984m#239.459#239.792
170	поддерживаем	поддерживать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#239.792#240.13
171	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@mp1984m-words#@mp1984m#242.35#242.798
172	поддерживаем	поддерживать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#242.798#243.246
173	русский	русский	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#243.246#243.694
174	народ	народ	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#243.694#244.142
175	и	и	CCONJ	_	_	_	_	_	@mp1984m-words#@mp1984m#244.142#244.59
176	украинский	украинский	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#244.59#245.038
177	народ	народ	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#245.038#245.49
178	и	и	CCONJ	_	_	_	_	_	@mp1984m-words#@mp1984m#247.21#247.46
179	и	и	CCONJ	_	_	_	_	_	@mp1984m-words#@mp1984m#247.46#247.71
180	/	/	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#247.71#247.96
181	и	и	CCONJ	_	_	_	_	_	@mp1984m-words#@mp1984m#247.96#248.21
182	русский	русский	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#248.21#248.46
183	народ	народ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#248.46#248.71
184	народ	народ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#248.71#248.96
185	живущий	живущий	ADJ	_	Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#248.96#249.21
186	живущий	живущий	ADJ	_	Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#249.21#249.46
187	на	на	ADP	_	_	_	_	_	@mp1984m-words#@mp1984m#249.46#249.71
188	Украине	Украина	PROPN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#249.71#249.97
189	#одновременно#	#одновременно#	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#251.79#252.063
190	у	у	ADP	_	_	_	_	_	@mp1984m-words#@mp1984m#252.063#252.336
191	народа	народ	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#252.336#252.609
192	украинского	украинский	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#252.609#252.882
193	/	/	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#252.882#253.155
194	и	и	CCONJ	_	_	_	_	_	@mp1984m-words#@mp1984m#253.155#253.428
195	и	и	PART	_	_	_	_	_	@mp1984m-words#@mp1984m#253.428#253.701
196	русского	русский	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#253.701#253.974
197	народа	народ	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#253.974#254.247
198	живущего	живущий	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#254.247#254.52
199	на	на	ADP	_	_	_	_	_	@mp1984m-words#@mp1984m#254.52#254.793
200	Украине	Украина	PROPN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#254.793#255.066
201	у	у	ADP	_	_	_	_	_	@mp1984m-words#@mp1984m#255.066#255.339
202	него	он	PRON	_	Case=Gen|Gender=Masc|Number=Sing|Person=3	_	_	_	@mp1984m-words#@mp1984m#255.339#255.612
203	другое	другой	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#255.612#255.885
204	мнение	мнение	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#255.885#256.158
205	/	/	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#256.158#256.431
206	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@mp1984m-words#@mp1984m#256.431#256.704
207	считают	считать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#256.704#256.977
208	что	что	SCONJ	_	_	_	_	_	@mp1984m-words#@mp1984m#256.977#257.25
209	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@mp1984m-words#@mp1984m#257.25#257.523
210	существуют	существовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#257.523#257.8
211	русский	русский	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#267.93#268.532
212	на...	на...	PROPN	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#268.532#269.134
213	народ	народ	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mp1984m-words#@mp1984m#269.134#269.736
214	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@mp1984m-words#@mp1984m#269.736#270.34
215	эвакуировать	эвакуировать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mp1984m-words#@mp1984m#280.26#280.76
216	куда	куда	ADV	_	Degree=Pos	_	_	_	@mp1984m-words#@mp1984m#280.76#281.26
217	а	а	CCONJ	_	_	_	_	_	@mp1984m-words#@mp1984m#284.93#285.164
